runId,paper,mode,analyticalStance,agent,repetition,ec1_jaccard,ec1_missing,ec1_extra,ec3_score,ec3_agentScope,ec3_correct,ec5_score,ec5_keywordsFound,ec6_score,ec6_overclaim,ec6_overclamDegree,agentConfidence,agentClaimText
CS3_prospective_discovery-oriented_mistral_rep2,CS3,prospective,discovery-oriented,mistral,2,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.4,validation|experimental,1.0,False,0,0.8,The study identifies significant enrichment of cell cycle regulation gene sets and differential expr
CS3_prospective_discovery-oriented_mistral_rep3,CS3,prospective,discovery-oriented,mistral,3,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.4,validation|experimental,1.0,False,0,0.8,The study identifies significant enrichment of cell cycle regulation gene sets and differential expr
CS3_prospective_discovery-oriented_mistral_rep4,CS3,prospective,discovery-oriented,mistral,4,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.4,validation|experimental,1.0,False,0,0.8,The study identifies significant enrichment of cell cycle regulation gene sets and differential expr
CS3_prospective_discovery-oriented_mistral_rep5,CS3,prospective,discovery-oriented,mistral,5,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.4,validation|experimental,1.0,False,0,0.8,The study identifies significant enrichment of cell cycle regulation gene sets and differential expr
CS3_prospective_evidence-only_llama3_rep1,CS3,prospective,evidence-only,llama3,1,0.143,EI-CS3-02|EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.0,,1.0,False,0,0.7,BRCA1/2-mutant breast cancer is characterized by cell cycle regulation gene sets enriched in G1/S tr
CS3_prospective_evidence-only_llama3_rep2,CS3,prospective,evidence-only,llama3,2,0.143,EI-CS3-02|EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.0,,1.0,False,0,0.7,BRCA1/2-mutant breast cancer is characterized by cell cycle regulation gene sets enriched in G1/S tr
CS3_prospective_evidence-only_llama3_rep3,CS3,prospective,evidence-only,llama3,3,0.143,EI-CS3-02|EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.0,,1.0,False,0,0.7,BRCA1/2-mutant breast cancer is characterized by cell cycle regulation gene sets enriched in G1/S tr
CS3_prospective_evidence-only_llama3_rep4,CS3,prospective,evidence-only,llama3,4,0.143,EI-CS3-02|EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.0,,1.0,False,0,0.7,BRCA1/2-mutant breast cancer is characterized by cell cycle regulation gene sets enriched in G1/S tr
CS3_prospective_evidence-only_llama3_rep5,CS3,prospective,evidence-only,llama3,5,0.143,EI-CS3-02|EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.0,,1.0,False,0,0.7,BRCA1/2-mutant breast cancer is characterized by cell cycle regulation gene sets enriched in G1/S tr
CS3_prospective_evidence-only_mistral_rep1,CS3,prospective,evidence-only,mistral,1,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.2,validation,1.0,False,0,0.6,Cell cycle regulation gene sets are significantly enriched in BRCA1/2-mutant vs. wild-type breast ca
CS3_prospective_evidence-only_mistral_rep2,CS3,prospective,evidence-only,mistral,2,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.2,validation,1.0,False,0,0.6,Cell cycle regulation gene sets are significantly enriched in BRCA1/2-mutant vs. wild-type breast ca
CS3_prospective_evidence-only_mistral_rep3,CS3,prospective,evidence-only,mistral,3,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.2,validation,1.0,False,0,0.6,Cell cycle regulation gene sets are significantly enriched in BRCA1/2-mutant vs. wild-type breast ca
CS3_prospective_evidence-only_mistral_rep4,CS3,prospective,evidence-only,mistral,4,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.2,validation,1.0,False,0,0.6,Cell cycle regulation gene sets are significantly enriched in BRCA1/2-mutant vs. wild-type breast ca
CS3_prospective_evidence-only_mistral_rep5,CS3,prospective,evidence-only,mistral,5,0.286,EI-CS3-03|EI-CS3-04|EI-CS3-05|EI-CS3-06|EI-CS3-07,,0.5,exploratory,False,0.2,validation,1.0,False,0,0.6,Cell cycle regulation gene sets are significantly enriched in BRCA1/2-mutant vs. wild-type breast ca
CS3_retrospective_llama3_rep1,CS3,retrospective,N/A (retrospective),llama3,1,0.857,EI-CS3-07,,0.5,validated,False,0.2,sample size,0.0,True,1,0.9,BRCA1/2-mutant breast cancer is characterized by a distinct molecular signature centered on cell cyc
CS3_retrospective_llama3_rep2,CS3,retrospective,N/A (retrospective),llama3,2,0.857,EI-CS3-07,,0.5,validated,False,0.2,sample size,0.0,True,1,0.9,BRCA1/2-mutant breast cancer is characterized by a distinct molecular signature centered on cell cyc
CS3_retrospective_llama3_rep3,CS3,retrospective,N/A (retrospective),llama3,3,0.857,EI-CS3-07,,0.5,validated,False,0.2,sample size,0.0,True,1,0.9,BRCA1/2-mutant breast cancer is characterized by a distinct molecular signature centered on cell cyc
CS3_retrospective_llama3_rep4,CS3,retrospective,N/A (retrospective),llama3,4,0.857,EI-CS3-07,,0.5,validated,False,0.2,sample size,0.0,True,1,0.9,BRCA1/2-mutant breast cancer is characterized by a distinct molecular signature centered on cell cyc
CS3_retrospective_llama3_rep5,CS3,retrospective,N/A (retrospective),llama3,5,0.857,EI-CS3-07,,0.5,validated,False,0.2,sample size,0.0,True,1,0.9,BRCA1/2-mutant breast cancer is characterized by a distinct molecular signature centered on cell cyc
CS3_retrospective_mistral_rep1,CS3,retrospective,N/A (retrospective),mistral,1,0.714,EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.0,,1.0,False,0,0.8,CCNE1 and TTK are primary candidate biomarkers for distinguishing BRCA1/2-mutant breast cancer from 
CS3_retrospective_mistral_rep2,CS3,retrospective,N/A (retrospective),mistral,2,0.714,EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.0,,1.0,False,0,0.8,CCNE1 and TTK are primary candidate biomarkers for distinguishing BRCA1/2-mutant breast cancer from 
CS3_retrospective_mistral_rep3,CS3,retrospective,N/A (retrospective),mistral,3,0.714,EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.0,,1.0,False,0,0.8,CCNE1 and TTK are primary candidate biomarkers for distinguishing BRCA1/2-mutant breast cancer from 
CS3_retrospective_mistral_rep4,CS3,retrospective,N/A (retrospective),mistral,4,0.714,EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.0,,1.0,False,0,0.8,CCNE1 and TTK are primary candidate biomarkers for distinguishing BRCA1/2-mutant breast cancer from 
CS3_retrospective_mistral_rep5,CS3,retrospective,N/A (retrospective),mistral,5,0.714,EI-CS3-06|EI-CS3-07,,1.0,candidate,True,0.0,,1.0,False,0,0.8,CCNE1 and TTK are primary candidate biomarkers for distinguishing BRCA1/2-mutant breast cancer from 
